review_id,section_header,ref_marker,target_xml_id,raw_citation,doi,title,year
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[128],b138,The enantioselectivity of Candida rugosa lipase is influenced by the particle size of the immobilising support material Accurel S Sabbani E Hedenstrbm O Nordin J Mol Catal B: Enzym 42 2006,,The enantioselectivity of Candida rugosa lipase is influenced by the particle size of the immobilising support material Accurel,2006
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[129],b139,Immobilised enzymes: science or art? L Cao Curr Opin Chem Biol 9 2005,,Immobilised enzymes: science or art?,2005
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[110],b120,Improved biocatalysts by directed evolution and rational protein design Uwe T Bornscheuer Martina Pohl 10.1016/s1367-5931(00)00182-4 Current Opinion in Chemical Biology Current Opinion in Chemical Biology 1367-5931 5 2 2000 Elsevier BV,10.1016/s1367-5931(00)00182-4,Improved biocatalysts by directed evolution and rational protein design,2000
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[111],b121,Synthesis of enantiomerically pure glycidol via a fully enantioselective lipase-catalyzed resolution J M Palomo R L Segura C Mateo M Terreni J M Guisan R Fernández-Lafuente Tetrahedron: Asymmetry 16 2005,,Synthesis of enantiomerically pure glycidol via a fully enantioselective lipase-catalyzed resolution,2005
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[112],b122,Enzymatic resolution of (±)-glycidyl butyrate in aqueous media. Strong modulation of the properties of the lipase from Rhizopus oryzae via immobilization techniques J M Palomo R L Segura G Fernández-Lorente J M Guisán R Fernández-Lafuente Tetrahedron: Asymmetry 15 2004,,Enzymatic resolution of (±)-glycidyl butyrate in aqueous media. Strong modulation of the properties of the lipase from Rhizopus oryzae via immobilization techniques,2004
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[113],b123,Modulation of the enantioselectivity of Candida antarctica B lipase via conformational engineering: kinetic resolution of (±)-␣-hydroxy-phenylacetic acid derivatives J M Palomo G Fernández-Lorente C Mateo M Fuentes R Fernández-Lafuente J M Guisan Tetrahedron: Asymmetry 13 2002,,Modulation of the enantioselectivity of Candida antarctica B lipase via conformational engineering: kinetic resolution of (±)-␣-hydroxy-phenylacetic acid derivatives,2002
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[114],b124,Modulation of the enantioselectivity of lipases via controlled immobilization and medium engineering: hydrolytic resolution of mandelic acid esters Jose M Palomo Gloria Fernandez-Lorente Cesar Mateo Claudia Ortiz Roberto Fernandez-Lafuente Jose M Guisan 10.1016/s0141-0229(02)00169-2 Enzyme and Microbial Technology Enzyme and Microbial Technology 0141-0229 31 6 2002 Elsevier BV,10.1016/s0141-0229(02)00169-2,Modulation of the enantioselectivity of lipases via controlled immobilization and medium engineering: hydrolytic resolution of mandelic acid esters,2002
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[115],b125,Evaluation of the lipase from Bacillus thermocatenulatus as an enantioselective biocatalyst Jose M Palomo Gloria Fernández-Lorente Maria L Rúa José M Guisán Roberto Fernández-Lafuente 10.1016/j.tetasy.2003.10.010 Tetrahedron: Asymmetry Tetrahedron: Asymmetry 0957-4166 14 23 2003 Elsevier BV,10.1016/j.tetasy.2003.10.010,Evaluation of the lipase from Bacillus thermocatenulatus as an enantioselective biocatalyst,2003
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[114],b124,Modulation of the enantioselectivity of lipases via controlled immobilization and medium engineering: hydrolytic resolution of mandelic acid esters Jose M Palomo Gloria Fernandez-Lorente Cesar Mateo Claudia Ortiz Roberto Fernandez-Lafuente Jose M Guisan 10.1016/s0141-0229(02)00169-2 Enzyme and Microbial Technology Enzyme and Microbial Technology 0141-0229 31 6 2002 Elsevier BV,10.1016/s0141-0229(02)00169-2,Modulation of the enantioselectivity of lipases via controlled immobilization and medium engineering: hydrolytic resolution of mandelic acid esters,2002
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[130],b140,Improvement of the enantioselectivity of lipase (fraction B) from Candida antarctica via adsorption on polyethylenimine-agarose under different experimental conditions R Torres C Ortiz Bcc Pessela J M Palomo C Mateo J M Guisán Enzyme Microb Technol 39 2006,,Improvement of the enantioselectivity of lipase (fraction B) from Candida antarctica via adsorption on polyethylenimine-agarose under different experimental conditions,2006
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[130],b140,Improvement of the enantioselectivity of lipase (fraction B) from Candida antarctica via adsorption on polyethylenimine-agarose under different experimental conditions R Torres C Ortiz Bcc Pessela J M Palomo C Mateo J M Guisán Enzyme Microb Technol 39 2006,,Improvement of the enantioselectivity of lipase (fraction B) from Candida antarctica via adsorption on polyethylenimine-agarose under different experimental conditions,2006
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[131],b141,Crystal structures of penicillin acylase enzyme-substrate complexes: structural insights into the catalytic mechanism C E Mcvey M A Walsh G G Dodson K S Wilson J A Brannigan J Mol Biol 313 2001,,Crystal structures of penicillin acylase enzyme-substrate complexes: structural insights into the catalytic mechanism,2001
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,"[132,",b142,Modulation of penicillin acylase properties via immobilization techniques: one-pot chemoenzymatic synthesis of cephamandole from Cephalosporin C M Terreni G Pagani D Ubiali R Fernández-Lafuente C Mateo J M Guisán Bioorg Med Chem Lett 18 2001,,Modulation of penicillin acylase properties via immobilization techniques: one-pot chemoenzymatic synthesis of cephamandole from Cephalosporin C,2001
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,133],b143,The presence of methanol exerts a strong and complex modulation of the synthesis of different antibiotics by immobilized penicillin G acylase R Fernández-Lafuente C M Rosell J M Guisán Enzyme Microb Technol 23 1998,,The presence of methanol exerts a strong and complex modulation of the synthesis of different antibiotics by immobilized penicillin G acylase,1998
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[134],b144,Influence of the enzyme derivative preparation and reaction conditions on the enantioselectivity of Penicillin G Acylase S Rocchietti Asv Urrutia M Pregnolato A Tagliani J M Guisan R Fernandez-Lafuente Enzyme Microb Technol 31 2002,,Influence of the enzyme derivative preparation and reaction conditions on the enantioselectivity of Penicillin G Acylase,2002
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[135],b145,Fernandez-lafuente R. Modulation of the catalytic properties of multimeric enzymes by using different immobilization protocols. Application to the synthesis of galacto-oligosaccharides catalyzed by beta-galactosidase from E. coli Bcc Pessela G Dellamora-Ortiz L Betancor M Fuentes J M Guisan Enzyme Microb Technol 40 2007,,Fernandez-lafuente R. Modulation of the catalytic properties of multimeric enzymes by using different immobilization protocols. Application to the synthesis of galacto-oligosaccharides catalyzed by beta-galactosidase from E. coli,2007
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[89],b99,Biotransformations Catalyzed by Multimeric Enzymes: Stabilization of Tetrameric Ampicillin Acylase Permits the Optimization of Ampicillin Synthesis under Dissociation Conditions Roberto Fernández-Lafuente Odette Hernández-Jústiz Cesar Mateo Marco Terreni Gloria Fernández-Lorente Miguel A Moreno Jorge Alonso Jose L García-López Jose M Guisan 10.1021/bm000072i Biomacromolecules Biomacromolecules 1525-7797 1526-4602 2 1 2001 American Chemical Society (ACS),10.1021/bm000072i,Biotransformations Catalyzed by Multimeric Enzymes: Stabilization of Tetrameric Ampicillin Acylase Permits the Optimization of Ampicillin Synthesis under Dissociation Conditions,2001
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[136],b146,Modulation of lipase properties in macro-aqueous systems by controlled enzyme immobilisation: enantioselective hydrolysis of a chiral ester by immobilised Pseudomonas lipase G Fernández-Lorente M Terreni C Mateo A Bastida R Fernández-Lafuente P Dalmases Enzyme Microb Technol 28 2001,,Modulation of lipase properties in macro-aqueous systems by controlled enzyme immobilisation: enantioselective hydrolysis of a chiral ester by immobilised Pseudomonas lipase,2001
14_Mateo_2007_BiotechnolAdv,Modulation of the selectivity of enzymes by immobilization techniques,[137],b147,Immobilization of enzymes in microtiter plate scale B Brandt A Hidalgo U T Bornscheuer Biotechnol J 1 2006,,Immobilization of enzymes in microtiter plate scale,2006
14_Mateo_2007_BiotechnolAdv,Decrease of inhibitions by immobilization techniques,"[138,",b148,Hydrolysis of lactose: a literature review V Gekas M López-Leiva Proc Biochem 20 1985,,Hydrolysis of lactose: a literature review,1985
14_Mateo_2007_BiotechnolAdv,Decrease of inhibitions by immobilization techniques,139],b149,Galactose competitive inhibition of ␤-galactosidase (Aspergillus oryzae) immobilized on chitosan and nylon supports M Portaccio S Stellato S Rossi U Bencivenga Mohy Eldin M S Gaeta F S Enzyme Microb Technol 23 1998,,Galactose competitive inhibition of ␤-galactosidase (Aspergillus oryzae) immobilized on chitosan and nylon supports,1998
14_Mateo_2007_BiotechnolAdv,Exclusion of the inhibitor from the enzyme environment,[140],b150,Facile synthesis of artificial enzyme nano-environments via solid-phase chemistry of immobilized derivatives dramatic stabilization of penicillin acylase versus organic solvents R Fernández-Lafuente C M Rosell J M Guisán L Caanan-Haden L Rodes J M Guisan Enzyme Microb Technol 24 1999,,Facile synthesis of artificial enzyme nano-environments via solid-phase chemistry of immobilized derivatives dramatic stabilization of penicillin acylase versus organic solvents,1999
14_Mateo_2007_BiotechnolAdv,Exclusion of the inhibitor from the enzyme environment,[141],b151,Co-aggregation of penicillin G acylase and polyionic polymers: a simple methodology to prepare enzyme biocatalysts stable in organic media L Wilson A Illanes O Abián Bcc Pessela J M Guisan R Fernandez-Lafuente Biomacromolecules 5 2004,,Co-aggregation of penicillin G acylase and polyionic polymers: a simple methodology to prepare enzyme biocatalysts stable in organic media,2004
14_Mateo_2007_BiotechnolAdv,Exclusion of the inhibitor from the enzyme environment,[142],b152,Encapsulation of cross-linked penicillin G acylase aggregates in LentiKats ® . Evaluation of a novel biocatalyst in organic media L Wilson A Illanes Bcc Pessela O Abián R Fernandez-Lafuente J M Guisan Biotechnol Bioeng 86 2004,,Encapsulation of cross-linked penicillin G acylase aggregates in LentiKats ® . Evaluation of a novel biocatalyst in organic media,2004
14_Mateo_2007_BiotechnolAdv,Decrease of the affinity of the recognition places of the enzyme by the inhibitor,[143],b153,Immobilization of lactase from Kluyveromyces lactis greatly reduces the inhibition promoted by glucose. Full hydrolysis of lactose in milk C Mateo R Monti Bcc Pessela M Fuentes R Torres J M Guisán Biotechnol Prog 20 2004,,Immobilization of lactase from Kluyveromyces lactis greatly reduces the inhibition promoted by glucose. Full hydrolysis of lactose in milk,2004
14_Mateo_2007_BiotechnolAdv,Decrease of the affinity of the recognition places of the enzyme by the inhibitor,[143],b153,Immobilization of lactase from Kluyveromyces lactis greatly reduces the inhibition promoted by glucose. Full hydrolysis of lactose in milk C Mateo R Monti Bcc Pessela M Fuentes R Torres J M Guisán Biotechnol Prog 20 2004,,Immobilization of lactase from Kluyveromyces lactis greatly reduces the inhibition promoted by glucose. Full hydrolysis of lactose in milk,2004
14_Mateo_2007_BiotechnolAdv,Decrease of the affinity of the recognition places of the enzyme by the inhibitor,[144],b154,The immobilization of a thermophilic beta-galactosidase on Sepabeads supports promotes the reduction of product inhibition. Full enzymatic hydrolysis of lactose in dairy products Bcc Pessela M Fuentes A Vian J L Garcia A V Carrascosa J M Guisán Enzyme Microb Technol 33 2003,,The immobilization of a thermophilic beta-galactosidase on Sepabeads supports promotes the reduction of product inhibition. Full enzymatic hydrolysis of lactose in dairy products,2003
14_Mateo_2007_BiotechnolAdv,Decrease of the affinity of the recognition places of the enzyme by the inhibitor,[144],b154,The immobilization of a thermophilic beta-galactosidase on Sepabeads supports promotes the reduction of product inhibition. Full enzymatic hydrolysis of lactose in dairy products Bcc Pessela M Fuentes A Vian J L Garcia A V Carrascosa J M Guisán Enzyme Microb Technol 33 2003,,The immobilization of a thermophilic beta-galactosidase on Sepabeads supports promotes the reduction of product inhibition. Full enzymatic hydrolysis of lactose in dairy products,2003
14_Mateo_2007_BiotechnolAdv,Decrease of the affinity of the recognition places of the enzyme by the inhibitor,[145],b155,Directed evolution and characterization of Escherichia coli glucosamine synthase Ming-De Deng Alan D Grund Sarah L Wassink Susan S Peng Kathleen L Nielsen Brian D Huckins Bonnie L Walsh Richard P Burlingame 10.1016/j.biochi.2005.10.002 Biochimie Biochimie 0300-9084 88 5 2006 Elsevier BV,10.1016/j.biochi.2005.10.002,Directed evolution and characterization of Escherichia coli glucosamine synthase,2006
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[107],b117,Inverting enantioselectivity by directed evolution of hydantoinase for improved production of l-methionine O May P T Nguyen F H Arnold Nature Biotechnol 18 2000,,Inverting enantioselectivity by directed evolution of hydantoinase for improved production of l-methionine,2000
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[108],b118,Protein engineering of oxygenases for biocatalysis Patrick C Cirino Frances H Arnold 10.1016/s1367-5931(02)00305-8 Current Opinion in Chemical Biology Current Opinion in Chemical Biology 1367-5931 6 2 2002 Elsevier BV,10.1016/s1367-5931(02)00305-8,Protein engineering of oxygenases for biocatalysis,2002
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[109],b119,Directed evolution of selective enzymes and hybrid catalysts M T Reetz Tetrahedron 58 2002,,Directed evolution of selective enzymes and hybrid catalysts,2002
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[110],b120,Improved biocatalysts by directed evolution and rational protein design Uwe T Bornscheuer Martina Pohl 10.1016/s1367-5931(00)00182-4 Current Opinion in Chemical Biology Current Opinion in Chemical Biology 1367-5931 5 2 2000 Elsevier BV,10.1016/s1367-5931(00)00182-4,Improved biocatalysts by directed evolution and rational protein design,2000
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[145],b155,Directed evolution and characterization of Escherichia coli glucosamine synthase Ming-De Deng Alan D Grund Sarah L Wassink Susan S Peng Kathleen L Nielsen Brian D Huckins Bonnie L Walsh Richard P Burlingame 10.1016/j.biochi.2005.10.002 Biochimie Biochimie 0300-9084 88 5 2006 Elsevier BV,10.1016/j.biochi.2005.10.002,Directed evolution and characterization of Escherichia coli glucosamine synthase,2006
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[146],b156,Enzyme stabilization-recent experimental progress C Ó'fágáin Enzyme Microb Technol 33 2003,,Enzyme stabilization-recent experimental progress,2003
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[147],b157,Determination of protein-protein interactions through aldehyde-dextran intermolecular cross-linking M Fuentes R L Segura O Abian L Betancor A Hidalgo C Mateo Proteomics 4 2004,,Determination of protein-protein interactions through aldehyde-dextran intermolecular cross-linking,2004
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[148],b158,Protein thermostability in extremophiles R Scandurra V Consalvi R Chiaraluce L Politi P C Engel Biochimie 80 1998,,Protein thermostability in extremophiles,1998
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[149],b159,Enzyme Stabilization by Directed Evolution Anne Gershenson Frances H Arnold 10.1007/978-1-4615-4199-8_5 Genetic Engineering Springer US 2000 22,10.1007/978-1-4615-4199-8_5,Enzyme Stabilization by Directed Evolution,2000
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[150],b160,Learning from Directed Evolution: Theoretical Investigations into Cooperative Mutations in Lipase Enantioselectivity Marco Bocola Nikolaj Otte Karl‐erich Jaeger Manfred T Reetz Walter Thiel 10.1002/cbic.200300731 ChemBioChem ChemBioChem 1439-4227 1439-7633 5 2 2004 Wiley,10.1002/cbic.200300731,Learning from Directed Evolution: Theoretical Investigations into Cooperative Mutations in Lipase Enantioselectivity,2004
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[151],b161,Directed evolution of biocatalysts J Sylvestre H Chautard F Cedrone M Delcourt Org Proc Res Dev 10 2006,,Directed evolution of biocatalysts,2006
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[152],b162,Directed evolution of biocatalytic processes E G Hibbert F Baganz H C Hailes J M Ward G J Lye J M Woodley Biomol Eng 22 2005,,Directed evolution of biocatalytic processes,2005
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[153],b163,Protein engineering of formate dehydrogenase V I Tishkov Popov Vo Biomol Eng 3 2006,,Protein engineering of formate dehydrogenase,2006
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[88],b98,Stabilization of multimeric enzymes via immobilization and post-immobilization techniques R Fernández-Lafuente V Rodríguez C Mateo G Penzol O Hernández-Justiz G Irazoqui J Mol Catal B: Enzym 7 1999,,Stabilization of multimeric enzymes via immobilization and post-immobilization techniques,1999
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[140],b150,Facile synthesis of artificial enzyme nano-environments via solid-phase chemistry of immobilized derivatives dramatic stabilization of penicillin acylase versus organic solvents R Fernández-Lafuente C M Rosell J M Guisán L Caanan-Haden L Rodes J M Guisan Enzyme Microb Technol 24 1999,,Facile synthesis of artificial enzyme nano-environments via solid-phase chemistry of immobilized derivatives dramatic stabilization of penicillin acylase versus organic solvents,1999
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,"[49,",b59,Hyperstabilization of a thermophilic esterase by multipoint covalent attachment R Fernández-Lafuente D A Cowan Anp Wood Enzyme Microb Technol 17 1995,,Hyperstabilization of a thermophilic esterase by multipoint covalent attachment,1995
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,50],b60,Immobilization-stabilization of thermolysin onto activated agarose gels J M Guisán E Polo J Agudo M D Romero G Álvaro M J Guerra Biocatal Biotrans 15 1997,,Immobilization-stabilization of thermolysin onto activated agarose gels,1997
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[154],b164,Stabilization of Penicillin G Acylase from Escherichia coli: site directed mutagenesis of the protein surface to increase multipoint covalent attachment O Abian V Grazú J Hermoso R González J L García R Fernández-Lafuente Appl Environ Microbiol 70 2004,,Stabilization of Penicillin G Acylase from Escherichia coli: site directed mutagenesis of the protein surface to increase multipoint covalent attachment,2004
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[155],b165,Chemical increase of the amount of reactive groups on enzyme surface to improve its stabilization via multipoint covalent attachment F López-Gallego T Montes M Fuentes N Alonso V Grazu L Betancor J Biotechnol 116 2005,,Chemical increase of the amount of reactive groups on enzyme surface to improve its stabilization via multipoint covalent attachment,2005
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[156],b166,Chemical modification of the protein surfaces to improve their reversible enzyme immobilization on ionic exchangers T Montes V Grazu F López-Gallego J Hermoso Biomacromolecules 6 2006,,Chemical modification of the protein surfaces to improve their reversible enzyme immobilization on ionic exchangers,2006
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[157],b167,Genetic Modification of the Penicillin G Acylase Surface To Improve Its Reversible Immobilization on Ionic Exchangers Tamara Montes Valeria Grazú Fernando López-Gallego Juan A Hermoso Jose L García Isabel Manso Beatriz Galán Ramón González Roberto Fernández-Lafuente José M Guisán 10.1128/aem.02107-06 Applied and Environmental Microbiology Appl Environ Microbiol 0099-2240 1098-5336 73 1 2007 American Society for Microbiology,10.1128/aem.02107-06,Genetic Modification of the Penicillin G Acylase Surface To Improve Its Reversible Immobilization on Ionic Exchangers,2007
14_Mateo_2007_BiotechnolAdv,Integration of different techniques to improve the features of the immobilized enzyme,[158],b168,Directed evolution of formate dehydrogenase from Candida boidinii for improved stability during entrapment in polyacrylamide M B Ansorge-Schumacher H Slusarczyk J Schumers D Hirtz FEBS J 273 2006,,Directed evolution of formate dehydrogenase from Candida boidinii for improved stability during entrapment in polyacrylamide,2006
