key,doi,title,year,journal,primary_pillar,best_method,confidence,all_pillars,methods_present,cited_by_reviews,rule_hits
efficient lewis acid catalysis of an abiological reaction in a de novo protein scaffold s basler nat. chem 13 2021,,Efficient Lewis acid catalysis of an abiological reaction in a de novo protein scaffold,2021.0,Nat. Chem,Design & Engineering,section_priority,1.0,Design & Engineering,section_priority,03_Bell_2021_NatRevMethodsPrimers,P1:\bmetagenome[- ]assembled genomes?\b|\bMAGs?\b|\bbinn?ing\b|\bcontigs?\b|\bscaffolds?\b|\bassembly\b
efficient production of enantiomerically pure chiral amines at concentrations of 50 g/l using transaminases m d truppo j d rozzell n j turner org. process res. dev 14 2010,,Efficient Production of Enantiomerically Pure Chiral Amines at Concentrations of 50 g/L Using Transaminases,2010.0,Org. Process Res. Dev,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,17_Schrittwieser_2018_ChemRev,
efficient production of optically active styrene epoxides in two-liquid phase cultures m g wubbolts j hoven b melgert b witholt enzyme microb. technol 16 1994,,Efficient production of optically active styrene epoxides in two-liquid phase cultures,1994.0,Enzyme Microb. Technol,Biocatalyst Formats & Cellular Context,section_priority,1.0,Biocatalyst Formats & Cellular Context,section_priority,08_Schmid_2001_Nature,P4:\btwo[- ]liquid[- ]phase\b|\bbiphasic\b|\bmicro[- ]aqueous\b|\bpartition(ing)?\b
efficient screening of fungal cellobiohydrolase class i enzymes for thermostabilizing sequence blocks by schema structure-guided recombination p heinzelman r komor a kanaan p romero x l yu protein eng. des. select 23 2010,,Efficient screening of fungal cellobiohydrolase class I enzymes for thermostabilizing sequence blocks by SCHEMA structure-guided recombination,2010.0,Protein Eng. Des. Select,Design & Engineering,consensus,1.0,Design & Engineering,consensus,09_Bommarius_2015_AnnuRevChemBiomolEng,P2:\bconsensus\b|\bancestral\b|\bDNA shuffling\b|\bSCHEMA\b|\bProSAR\b|\bdeep mutational scanning\b|\bDMS\b
"efficient whole-cell biocatalyst for neu5ac production by manipulating synthetic, degradation and transmembrane pathways d zhu x zhan j wu m gao z zhao biotech lett 39 2017",,"Efficient whole-cell biocatalyst for Neu5Ac production by manipulating synthetic, degradation and transmembrane pathways",2017.0,Biotech Lett,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,19_Lin_2017_MicrobCellFact,P3:\bwhole[- ]cell(s)?\b|\bresting cell(s)?\b|\bpermeabilis
ehs and lca assessment for 7-aca synthesis r k henderson c jimenez-gonzalez c preston d j c constable j m woodley ind. biotechnol 4 2008,,EHS and LCA assessment for 7-ACA synthesis,2008.0,Ind. Biotechnol,"Sustainability, Metrics & Industrialization",paper_only,1.0,"Sustainability, Metrics & Industrialization",paper_only,02_Sheldon_2018_ChemRev,P10:\bLCA\b|\blife cycle assess(ment|ing)\b|\bISO 1404[04]\b|\bGWP\b|\bCO2[- ]?eq\b; P10:\bsolvent recycling\b|\bvalorization\b|\bcircular economy\b|\bEHS\b|\bREACH\b
electrophilic and nucleophilic enzymatic cascade reactions in biosynthesis b t ueberbacher m hall k faber nat. prod. rep 29 2012,,Electrophilic and Nucleophilic Enzymatic Cascade Reactions in Biosynthesis,2012.0,Nat. Prod. Rep,Cascade & Route Design,paper_priority,1.0,Cascade & Route Design,paper_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P7:\b(retro)?biosynthesis\b|\bCASP\b|\bpathway design\b|\broute scouting\b
emergence of a catalytic tetrad during evolution of a highly active artificial aldolase r obexer nat. chem 9 2017,,Emergence of a catalytic tetrad during evolution of a highly active artificial aldolase,2017.0,Nat. Chem,"Reactors, Flow & In-Line Operations",section_priority,1.0,"Reactors, Flow & In-Line Operations",section_priority,03_Bell_2021_NatRevMethodsPrimers,P9:\baldolase\b|\bDERA\b|\bFSA\b|\bHNL\b|\bThDP\b|\btransketolase\b|\bTK\b|\bPAL\b|\baldoxime dehydratase\b|\bCAR\b
emergent mechanistic diversity of enzyme-catalysed -diketone cleavage g grogan biochem. j 388 2005,,Emergent mechanistic diversity of enzyme-catalysed -diketone cleavage,2005.0,Biochem. J,Design & Engineering,section_only,1.0,Design & Engineering,section_only,07_Turner_2009_NatChemBiol,
emulation of racemase activity by employing a pair of stereocomplementary biocatalysts c c gruber b m nestl j gross p hildebrandt u t bornscheuer k faber w kroutil chem. -eur. j 13 2007,,Emulation of Racemase Activity by Employing a Pair of Stereocomplementary Biocatalysts,2007.0,Chem. -Eur. J,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,17_Schrittwieser_2018_ChemRev,
enantiocomplementary inverting sec-alkylsulfatase activity in cyano-and thio-bacteria synechococcus and paracoccus spp.: selectivity enhancement by medium engineering p gadler t c reiter k hoelsch d weuster-botz k faber tetrahedron-asymmetry 20 2009,,Enantiocomplementary inverting sec-alkylsulfatase activity in cyano-and thio-bacteria Synechococcus and Paracoccus spp.: selectivity enhancement by medium engineering,2009.0,Tetrahedron-Asymmetry,Media & Microenvironment,section_only,1.0,Media & Microenvironment,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng,
enantiomer recycling: application to enantioselective syntheses of beta blockers y q wen r hertzberg i gonzalez c moberg minor chem. -eur. j 20 2014,,Enantiomer Recycling: Application to Enantioselective Syntheses of beta Blockers,2014.0,Chem. -Eur. J,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
"enantiomer recycling: metal catalyst, organocatalyst and biocatalyst working in concert e wingstrand a laurell l fransson k hult c moberg minor chem. -eur. j 15 2009",,"Enantiomer Recycling: Metal Catalyst, Organocatalyst and Biocatalyst Working in Concert",2009.0,Chem. -Eur. J,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
enantioselective alpha-hydroxylation of 2-arylacetic acid derivatives and buspirone catalyzed by engineered cytochrome p450 bm-3 m landwehr j. am. chem. soc 128 2006,,Enantioselective alpha-hydroxylation of 2-arylacetic acid derivatives and buspirone catalyzed by engineered cytochrome P450 BM-3,2006.0,J. Am. Chem. Soc,Design & Engineering,section_only,1.0,Design & Engineering,section_only,07_Turner_2009_NatChemBiol,P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
enantioselective biocatalytic oxidative desymmetrization of substituted pyrrolidines v kohler k r bailey a znabet j raftery m helliwell n j turner angew. chem. int. ed 49 2010,,Enantioselective biocatalytic oxidative desymmetrization of substituted pyrrolidines,2010.0,Angew. Chem. Int. Ed,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng,
enantioselective cascade biocatalysis for deracemization of 2-dydroxy acids using a three-enzyme system y.-p xue h zeng x.-l jin z.-q liu y.-g zheng microb. cell fact 15 162 2016,,Enantioselective Cascade Biocatalysis for Deracemization of 2-Dydroxy Acids Using a Three-Enzyme System,2016.0,Microb. Cell Fact,Reaction Space & Enzyme Portfolios,section_priority,1.0,Reaction Space & Enzyme Portfolios,section_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
enantioselective cascade biocatalysis via epoxide hydrolysis and alcohol oxidation: one-pot synthesis of (r)-α-hydroxy ketones from meso-or racemic epoxides j zhang s wu j wu z li acs catal 5 2015,,Enantioselective Cascade Biocatalysis via Epoxide Hydrolysis and Alcohol Oxidation: One-Pot Synthesis of (R)-α-Hydroxy Ketones from Meso-or Racemic Epoxides,2015.0,ACS Catal,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
enantioselective catalysis and analysis on a chip d belder m ludwig l.-w wang m t reetz angew. chem. int. ed 45 2006,,Enantioselective catalysis and analysis on a chip,2006.0,Angew. Chem. Int. Ed,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,07_Turner_2009_NatChemBiol,
enantioselective chemo-and biocatalysis: partners in retrosynthesis m hönig p sondermann n j turner e m carreira angew. chem. int. ed 56 2017,,Enantioselective chemo-and biocatalysis: partners in retrosynthesis,2017.0,Angew. Chem. Int. Ed,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,03_Bell_2021_NatRevMethodsPrimers,
enantioselective enzyme catalyzed aziridination enabled by active site evolution of a cytochrome p450 c c farwell r k zhang j a mcintosh t k hyster f h arnold acs cent. sci 1 2015,,Enantioselective enzyme catalyzed aziridination enabled by active site evolution of a cytochrome P450,2015.0,ACS Cent. Sci,Reaction Space & Enzyme Portfolios,paper_only,1.0,Reaction Space & Enzyme Portfolios,paper_only,02_Sheldon_2018_ChemRev,P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
enantioselective enzymes by computational design and in silico screening h j wijma angew. chem 127 2015,,Enantioselective enzymes by computational design and in silico screening,2015.0,Angew. Chem,Design & Engineering,consensus,1.0,Design & Engineering,consensus,03_Bell_2021_NatRevMethodsPrimers,P2:\bcomputational design\b|\bhotspots?\b|\btransition state (model(ing)?|analogue)\b|\bcodon (optimi[sz]ation|harmoni[sz]ation)\b
enantioselective intramolecular c-h amination catalyzed by engineered cytochrome p450 enzymes in vitro and in vivo j a mcintosh p s coelho c c farwell z j wang j c lewis angew. chem. int. ed 52 2013,,Enantioselective intramolecular C-H amination catalyzed by engineered cytochrome P450 enzymes in vitro and in vivo,2013.0,Angew. Chem. Int. Ed,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng,P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
enantioselective oxidation of o-methyl-n-hydroxylamines using mao-n as catalyst t s c eve a s wells n j turner chem. commun. (camb.) 2007,,Enantioselective oxidation of O-methyl-N-hydroxylamines using MAO-N as catalyst,2007.0,Chem. Commun. (Camb.),Design & Engineering,section_priority,1.0,Design & Engineering,section_priority,07_Turner_2009_NatChemBiol,P9:\btransaminase\b|\baminotransferase\b|\bω-?TA\b|\bIRED\b|\bRedAm\b|\bAmDH\b|\bMAO\b|\bmonoamine oxidase\b
enantioselective oxidation of o-methyl-n-hydroxylamines using monoamine oxidase n as catalyst tsc eve a wells n j turner chem. commun 15 2007. 2007,,Enantioselective oxidation of O-methyl-N-hydroxylamines using monoamine oxidase N as catalyst,2007.0,Chem. Commun,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,09_Bommarius_2015_AnnuRevChemBiomolEng,P9:\btransaminase\b|\baminotransferase\b|\bω-?TA\b|\bIRED\b|\bRedAm\b|\bAmDH\b|\bMAO\b|\bmonoamine oxidase\b
enantioselective synthesis of a dual orexin receptor antagonist i k mangion b d sherry j yin f j fleitz org. lett 14 2012,,Enantioselective Synthesis of a Dual Orexin Receptor Antagonist,2012.0,Org. Lett,Cascade & Route Design,section_only,1.0,Cascade & Route Design,section_only,17_Schrittwieser_2018_ChemRev,
enantioselective trans-dihydroxylation of aryl olefins by cascade biocatalysis with recombinant escherichia coli coexpressing monooxygenase and epoxide hydrolase s wu y chen y xu a li q xu a glieder z li acs catal 4 2014,,Enantioselective trans-Dihydroxylation of Aryl Olefins by Cascade Biocatalysis with Recombinant Escherichia coli Coexpressing Monooxygenase and Epoxide Hydrolase,2014.0,ACS Catal,Reaction Space & Enzyme Portfolios,paper_only,0.594,Reaction Space & Enzyme Portfolios,paper_only,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
"enantioselective, continuous (r)-and (s)-2-butanol synthesis: achieving high space-time yields with recombinant e. coli cells in a micro-aqueous, solvent-free reaction system v erdmann u mackfeld d rother a jakoblinnert j biotechnol 191 2014",,"Enantioselective, continuous (R)-and (S)-2-butanol synthesis: achieving high space-time yields with recombinant E. coli cells in a micro-aqueous, solvent-free reaction system",2014.0,J Biotechnol,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,18_Wachtmeister_2016_CurrOpinBiotechnol,P4:\btwo[- ]liquid[- ]phase\b|\bbiphasic\b|\bmicro[- ]aqueous\b|\bpartition(ing)?\b; P8:\bflow\b|\bcontinuous\b|\bCSTR\b|\bPFR\b|\bplug[- ]flow\b|\bpacked[- ]bed\b|\bPBR\b|\bcolumn reactor\b
enantioselectivity modulation through immobilization of arthrobacter sp. lipase: kinetic resolution of fluoxetine intermediate a chaubey r parshad s koul s c taneja g n qazi j mol catal b: enzym 42 2006,,Enantioselectivity modulation through immobilization of Arthrobacter sp. lipase: kinetic resolution of fluoxetine intermediate,2006.0,J Mol Catal B: Enzym,Immobilization & Materials,consensus,0.795,Immobilization & Materials,consensus,14_Mateo_2007_BiotechnolAdv,P5:\bimmobiliz\w*|\breus(e|ability)\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
encapsulation of cross-linked penicillin g acylase aggregates in lentikats ® . evaluation of a novel biocatalyst in organic media l wilson a illanes bcc pessela o abián r fernandez-lafuente j m guisan biotechnol bioeng 86 2004,,Encapsulation of cross-linked penicillin G acylase aggregates in LentiKats ® . Evaluation of a novel biocatalyst in organic media,2004.0,Biotechnol Bioeng,Media & Microenvironment,section_priority,1.0,Media & Microenvironment,section_priority,14_Mateo_2007_BiotechnolAdv,P5:\boriented immobiliz\w*\b|\bcross[- ]link(ed|ing)\b|\bfunctionaliz(ed|ation)\b|\bsite[- ]directed attachment\b
energising the e-factor: the e+-factor f tieves tetrahedron 75 2019,,Energising the E-factor: the E+-factor,2019.0,Tetrahedron,"Sustainability, Metrics & Industrialization",paper_only,1.0,"Sustainability, Metrics & Industrialization",paper_only,03_Bell_2021_NatRevMethodsPrimers,P10:\bPMI\b|\bprocess mass intensity\b|\bE[- ]?factor\b|\batom economy\b|\bgreen (chemistry|metrics)\b
engineered c-n lyase: enantioselective synthesis of chiral synthons for artificial dipeptide sweeteners j zhang angew. chem 132 2020,,Engineered C-N lyase: enantioselective synthesis of chiral synthons for artificial dipeptide sweeteners,2020.0,Angew. Chem,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,03_Bell_2021_NatRevMethodsPrimers,
engineering a pyridoxal 5′-phosphate supply for cadaverine production by using escherichia coli whole-cell biocatalysis w ma w cao b zhang k chen q liu y li p ouyang sci rep 5 15630 2015,,Engineering a pyridoxal 5′-phosphate supply for cadaverine production by using Escherichia coli whole-cell biocatalysis,2015.0,Sci Rep,Cascade & Route Design,section_priority,1.0,Cascade & Route Design,section_priority,19_Lin_2017_MicrobCellFact,P3:\bwhole[- ]cell(s)?\b|\bresting cell(s)?\b|\bpermeabilis
engineering an enantioselective amine oxidase for the synthesis of pharmaceutical building blocks and alkaloid natural products d ghislieri a p green m pontini s c willies i rowles j. am. chem. soc 135 2013,,Engineering an enantioselective amine oxidase for the synthesis of pharmaceutical building blocks and alkaloid natural products,2013.0,J. Am. Chem. Soc,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng,
engineering biosynthetic enzymes for industrial natural product synthesis s galanie d entwistle j lalonde nat. prod. rep 37 2020,,Engineering biosynthetic enzymes for industrial natural product synthesis,2020.0,Nat. Prod. Rep,Cascade & Route Design,section_priority,1.0,Cascade & Route Design,section_priority,03_Bell_2021_NatRevMethodsPrimers,P10:\bindustrial\b|\bscale[- ]?up\b|\bGMP\b|\bICH\b|\bQbD\b|\bHAZOP\b|\bTRL\b|\bprocess validation\b
engineering cytochrome p450 enzyme systems for biomedical and biotechnological applications z li j. biol. chem 295 2020,,Engineering cytochrome P450 enzyme systems for biomedical and biotechnological applications,2020.0,J. Biol. Chem,"Sustainability, Metrics & Industrialization",section_only,1.0,"Sustainability, Metrics & Industrialization",section_only,03_Bell_2021_NatRevMethodsPrimers,P9:\bBVMO\b|\bmonooxygenase\b|\bperoxygenase\b|\bP450\b|\bhalogenase\b|\bflavin[- ]dependent\b
engineering enzymes by intelligent design r j kazlauskas s lutz curr. opin. chem. biol 13 2009,,Engineering enzymes by intelligent design,2009.0,Curr. Opin. Chem. Biol,Design & Engineering,section_only,1.0,Design & Engineering,section_only,07_Turner_2009_NatChemBiol,
engineering highly functional thermostable proteins using ancestral sequence reconstruction y gumulya nat. catal 1 2018,,Engineering highly functional thermostable proteins using ancestral sequence reconstruction,2018.0,Nat. Catal,"Sustainability, Metrics & Industrialization",section_priority,1.0,"Sustainability, Metrics & Industrialization",section_priority,03_Bell_2021_NatRevMethodsPrimers,P2:\bconsensus\b|\bancestral\b|\bDNA shuffling\b|\bSCHEMA\b|\bProSAR\b|\bdeep mutational scanning\b|\bDMS\b
engineering novel biocatalytic routes for production of semisynthetic opiate drugs b boonstra d a rathbone n c bruce biomol. eng 18 2001,,Engineering Novel Biocatalytic Routes for Production of Semisynthetic Opiate Drugs,2001.0,Biomol. Eng,Reaction Space & Enzyme Portfolios,section_only,1.0,Reaction Space & Enzyme Portfolios,section_only,17_Schrittwieser_2018_ChemRev,
engineering static and dynamic control of synthetic pathways w j holtz j d keasling cell 140 2010,,Engineering static and dynamic control of synthetic pathways,2010.0,Cell,Biocatalyst Formats & Cellular Context,consensus,1.0,Biocatalyst Formats & Cellular Context,consensus,19_Lin_2017_MicrobCellFact,P3:\b(cofactor|NAD(P)?H) (pool|balance)\b|\bredox balance\b|\bdynamic (control|switch)\b|\bmetabolic burden\b
engineering the nanoparticle-protein interface: applications and possibilities s rana y c yeh v m rotello curr. opin. chem. biol 14 2010,,Engineering the nanoparticle-protein interface: applications and possibilities,2010.0,Curr. Opin. Chem. Biol,Design & Engineering,section_only,0.687,Design & Engineering,section_only,01_Bornscheuer_2012_Nature,
enhanced activity and enantioselectivity of candida rugosa lipase immobilized on macroporous adsorptive resins for ibuprofen resolution h yu j wu b c chi biotechnol lett 26 2004,,Enhanced activity and enantioselectivity of Candida rugosa lipase immobilized on macroporous adsorptive resins for ibuprofen resolution,2004.0,Biotechnol Lett,Immobilization & Materials,consensus,0.795,Immobilization & Materials,consensus,14_Mateo_2007_BiotechnolAdv,P5:\bimmobiliz\w*|\breus(e|ability)\b; P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
enhanced enzyme activity and enantioselectivity of lipases in organic solvents by crown ethers and cyclodextrins y mine k fukunaga k itoh m yoshimoto k nakao y sugimura j biosci bioeng 95 2003,,Enhanced enzyme activity and enantioselectivity of lipases in organic solvents by crown ethers and cyclodextrins,2003.0,J Biosci Bioeng,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,14_Mateo_2007_BiotechnolAdv,P4:\borganic solvent(s)?\b|\bsolvent[- ]toleran\w*|\bcosolvents?\b|\blog ?P\b
enhanced production of n-acetyl-d-neuraminic acid by multi-approach whole-cell biocatalyst b-x lin z-j zhang w-f liu z-y dong y tao appl microbiol biotechnol 97 2013,,Enhanced production of N-acetyl-d-neuraminic acid by multi-approach whole-cell biocatalyst,2013.0,Appl Microbiol Biotechnol,Biocatalyst Formats & Cellular Context,paper_priority,1.0,Biocatalyst Formats & Cellular Context,paper_priority,19_Lin_2017_MicrobCellFact,P3:\bwhole[- ]cell(s)?\b|\bresting cell(s)?\b|\bpermeabilis
enhanced production of polysialic acid by metabolic engineering of escherichia coli f chen y tao jin c xu y lin b-x appl microbiol biotechnol 99 2015,,Enhanced production of polysialic acid by metabolic engineering of Escherichia coli,2015.0,Appl Microbiol Biotechnol,Cascade & Route Design,section_only,0.645,Cascade & Route Design,section_only,19_Lin_2017_MicrobCellFact,
"enhancement of activity of lipase-displaying yeast cells and their application to optical resolution of (r,s)-1-benzyloxy-3-chloro-2-propyl monosuccinate y nakamura t matsumoto f nomoto m ueda h fukuda a kondo biotechnol prog 22 2006",,"Enhancement of activity of lipase-displaying yeast cells and their application to optical resolution of (R,S)-1-benzyloxy-3-chloro-2-propyl monosuccinate",2006.0,Biotechnol Prog,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,14_Mateo_2007_BiotechnolAdv,P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
enhancement of the efficiency of the low temperature method for kinetic resolution of primary alcohols by optimizing the organic bridges in porous ceramicimmobilized lipase t sakai k hayashi f yano m takami m ino t korenaga bull chem soc jpn 76 2003,,Enhancement of the efficiency of the low temperature method for kinetic resolution of primary alcohols by optimizing the organic bridges in porous ceramicimmobilized lipase,2003.0,Bull Chem Soc Jpn,Immobilization & Materials,section_priority,1.0,Immobilization & Materials,section_priority,14_Mateo_2007_BiotechnolAdv,P9:\bglycosyl(transferase|ation)\b|\bglycosidase\b|\bnitrilase\b|\bnitrile hydratase\b|\bepoxide hydrolase\b|\blipase\b|\besterase\b
enhancing and reversing the stereoselectivity of escherichia coli transketolase via single-point mutations m e b smith e g hibbert a b jones p a dalby h c hailes adv. synth. catal 350 2008,,Enhancing and reversing the stereoselectivity of Escherichia coli transketolase via single-point mutations,2008.0,Adv. Synth. Catal,Design & Engineering,section_priority,1.0,Design & Engineering,section_priority,07_Turner_2009_NatChemBiol,P9:\baldolase\b|\bDERA\b|\bFSA\b|\bHNL\b|\bThDP\b|\btransketolase\b|\bTK\b|\bPAL\b|\baldoxime dehydratase\b|\bCAR\b
enhancing asymmetric reduction of 3-chloropropiophenone with immobilized acetobacter sp. cctcc m209061 cells by using deep eutectic solvents as cosolvents p xu y xu x-f li b-y zhao m-h zong w-y lou acs sustain chem eng 3 2015,,Enhancing asymmetric reduction of 3-chloropropiophenone with immobilized Acetobacter sp. CCTCC M209061 cells by using deep eutectic solvents as cosolvents,2015.0,ACS Sustain Chem Eng,Media & Microenvironment,consensus,0.824,Media & Microenvironment,consensus,18_Wachtmeister_2016_CurrOpinBiotechnol,P4:\borganic solvent(s)?\b|\bsolvent[- ]toleran\w*|\bcosolvents?\b|\blog ?P\b; P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b; P5:\bimmobiliz\w*|\breus(e|ability)\b
enhancing protein stability with genetically encoded noncanonical amino acids j c li t liu y wang a p mehta p g schultz j. am. chem. soc 140 2018,,Enhancing protein stability with genetically encoded noncanonical amino acids,2018.0,J. Am. Chem. Soc,Design & Engineering,section_only,1.0,Design & Engineering,section_only,03_Bell_2021_NatRevMethodsPrimers,
enhancing the activity and regioselectivity of lipases for 3′-benzoylation of floxuridine and its analogs by using ionic liquid-containing systems n li d ma m.-h zong j. biotechnol 133 2008,,Enhancing the activity and regioselectivity of lipases for 3′-benzoylation of floxuridine and its analogs by using ionic liquid-containing systems,2008.0,J. Biotechnol,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,02_Sheldon_2018_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
environmental fate and toxicity of ionic liquids: a review t p t pham c.-w cho y.-s yun water res 44 2010,,Environmental fate and toxicity of ionic liquids: a review,2010.0,Water Res,Media & Microenvironment,paper_only,1.0,Media & Microenvironment,paper_only,02_Sheldon_2018_ChemRev,P4:\bionic liquids?\b|\bILs?\b|\bdeep eutectic\b|\bDES\b|\bsupercritical CO2\b|\bscCO2\b
environmentally friendly approach to alpha-acyloxy carboxamides via a chemoenzymatic cascade d paprocki d koszelewski a zadlo p walde r ostaszewski rsc adv 6 2016,,Environmentally Friendly Approach to Alpha-Acyloxy Carboxamides via a Chemoenzymatic Cascade,2016.0,RSC Adv,Cofactor & Energy Management,section_priority,1.0,Cofactor & Energy Management,section_priority,17_Schrittwieser_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b; P7:\bone[- ]pot\b|\btandem\b|\bchemo[- ]?enzymatic\b|\bchemoenzymatic\b
"enzymatic 2-step synthesis of n-acetylneuraminic acid in the enzyme membrane reactor u kragl d gygax o ghisalba c wandrey angew. chem., int. ed. engl 30 1991",,Enzymatic 2-Step Synthesis of N-Acetylneuraminic Acid in the Enzyme Membrane Reactor,1991.0,"Angew. Chem., Int. Ed. Engl","Reactors, Flow & In-Line Operations",paper_only,1.0,"Reactors, Flow & In-Line Operations",paper_only,17_Schrittwieser_2018_ChemRev,P8:\bmembrane reactor\b|\bpervaporation\b|\bextraction (loop|module)\b|\brecirculation\b
enzymatic aerobic alkene cleavage catalyzed by a mn 3+ -dependent proteinase a homologue a rajagopalan m schober a emmerstorfer l hammerer a migglautsch chembiochem 14 2013,,Enzymatic aerobic alkene cleavage catalyzed by a Mn 3+ -dependent proteinase A homologue,2013.0,ChemBioChem,Biocatalyst Formats & Cellular Context,section_only,1.0,Biocatalyst Formats & Cellular Context,section_only,09_Bommarius_2015_AnnuRevChemBiomolEng,
"enzymatic aldol condensation as a route to heterocycles: synthesis of 1,4-dideoxy-1,4-imino-darabinitol, fagomine, 1-deoxynojirimycin and 1-deoxymannojirimycin r l pederson c h wong heterocycles 28 1989",,"Enzymatic Aldol Condensation as a Route to Heterocycles: Synthesis of 1,4-Dideoxy-1,4-imino-Darabinitol, Fagomine, 1-Deoxynojirimycin and 1-Deoxymannojirimycin",1989.0,Heterocycles,Immobilization & Materials,section_only,1.0,Immobilization & Materials,section_only,17_Schrittwieser_2018_ChemRev,
"enzymatic cascade synthesis of (s)-2hydroxycarboxylic amides and acids: cascade reactions employing a hydroxynitrile lyase, nitrile-converting enzymes and an amidase f van rantwijk a stolz j. mol. catal. b: enzym 114 2015",,"Enzymatic cascade synthesis of (S)-2hydroxycarboxylic amides and acids: Cascade reactions employing a hydroxynitrile lyase, nitrile-converting enzymes and an amidase",2015.0,J. Mol. Catal. B: Enzym,Cascade & Route Design,paper_only,1.0,Cascade & Route Design,paper_only,02_Sheldon_2018_ChemRev,P7:\b(cascade|multi[- ]enzym\w*)\b|\btelescop(ed|ing)\b
enzymatic cascades for the regio-and stereoselective synthesis of chiral amines e o'reilly n j turner perspect. sci 4 2015,,Enzymatic Cascades for the Regio-and Stereoselective Synthesis of Chiral Amines,2015.0,Perspect. Sci,Cofactor & Energy Management,section_only,1.0,Cofactor & Energy Management,section_only,17_Schrittwieser_2018_ChemRev,
"enzymatic conversion of racemic methionine to the l-enantiomer n nakajima n esaki k soda j. chem. soc., chem. commun 1990",,Enzymatic Conversion of Racemic Methionine to the L-Enantiomer,1990.0,"J. Chem. Soc., Chem. Commun","Reactors, Flow & In-Line Operations",section_only,1.0,"Reactors, Flow & In-Line Operations",section_only,17_Schrittwieser_2018_ChemRev,
